testcat, modules, coeffset, cstruct, target, cfgstr, max-shift, wsize-in, freq, clbs, luts, ffs, dsps, fmax, logic-levels, power (total), power (static), power (dynamic)
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 16, 200, 11, 20, 35, 0, 582.07, 4  (CARRY4=3 LUT6=1), 0.667, 0.636, 0.031
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 16, 400, 11, 20, 35, 0, 606.06, 3  (CARRY4=2 LUT6=1), 0.698, 0.637, 0.062
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 16, 600, 14, 20, 35, 0, 668.90, 6  (CARRY4=5 LUT6=1), 0.730, 0.637, 0.092
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 4, 200, 5, 7, 11, 0, 662.25, 3  (CARRY4=2 LUT6=1), 0.650, 0.636, 0.013
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 4, 400, 5, 7, 11, 0, 676.13, 3  (CARRY4=2 LUT6=1), 0.663, 0.636, 0.027
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 4, 600, 6, 7, 11, 0, 838.93, 2  (CARRY4=1 LUT6=1), 0.677, 0.637, 0.040
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 5, 200, 4, 8, 13, 0, 678.43, 3  (CARRY4=2 LUT6=1), 0.651, 0.636, 0.015
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 5, 600, 7, 8, 13, 0, 853.97, 3  (CARRY4=2 LUT6=1), 0.682, 0.637, 0.045
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 5, 400, 4, 8, 13, 0, 678.43, 3  (CARRY4=2 LUT6=1), 0.667, 0.636, 0.030
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 6, 200, 6, 9, 15, 0, 687.29, 3  (CARRY4=2 LUT6=1), 0.653, 0.636, 0.017
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 6, 400, 6, 9, 15, 0, 716.33, 3  (CARRY4=2 LUT6=1), 0.670, 0.636, 0.034
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 6, 600, 8, 9, 15, 0, 630.52, 3  (CARRY4=2 LUT6=1), 0.687, 0.637, 0.051
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 7, 200, 7, 10, 17, 0, 618.81, 3  (CARRY4=2 LUT6=1), 0.655, 0.636, 0.019
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 7, 400, 7, 10, 17, 0, 669.79, 3  (CARRY4=2 LUT6=1), 0.674, 0.637, 0.037
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 7, 600, 8, 10, 17, 0, 812.35, 4  (CARRY4=3 LUT6=1), 0.693, 0.637, 0.056
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 8, 200, 7, 11, 19, 0, 598.09, 4  (CARRY4=3 LUT6=1), 0.657, 0.636, 0.020
a_and_b, A B, -2 3 5 6, C1, virtex7, HM1-C1-B0356-01-2, 2, 8, 400, 7, 11, 19, 0, 655.74, 4  (CARRY4=3 LUT6=1), 0.677, 0.637, 0.041
